guid,sentence1,sentence2,score
810,我在尝试新的运动项目,希望能锻炼身体,1
811,我爱去音乐会,享受现场的氛围,1
812,你最近有什么兴趣爱好,我没有特别的安排,0
813,我在参加一个写作班,希望能提升我的写作技巧,1
814,我喜欢喝咖啡,每天都要喝,1
815,你有参加过什么比赛吗,我只参加过一次,0
816,我在学习如何做手工艺品,希望能制作出有趣的作品,1
817,他在参加一次科学比赛,我觉得他很有才华,1
818,你觉得团队合作的重要性是什么,我认为是相互支持,0
819,我在尝试新的健身计划,希望能看到效果,1
820,我爱去公园散步,享受大自然的美好,1
821,你有特别喜欢的电影吗,我特别喜欢纪录片,0
822,我在学习新的编程技巧,希望能用在项目中,1
823,她在参加一次演讲比赛,我觉得她很勇敢,1
824,你觉得成功最重要的是什么,我认为是不断学习,0
825,我在参加一个艺术课程,希望能提高我的艺术感觉,1
826,我喜欢去书店,总能发现新书,1
827,你有特别喜欢的食物吗,我非常喜欢中餐,0
828,我在学习新的语言,希望能流利交流,1
829,我在参加一次马拉松比赛,希望能完成挑战,1
830,你觉得旅行能带来什么,我认为能开阔视野,0
831,我在尝试新的运动,希望能找到我的兴趣,1
832,我爱喝茶,尤其是红茶,1
833,你有听过哪个新歌吗,我觉得旋律很好,0
834,我在学习如何烹饪,希望能为家人做出美食,1
835,他在参加一次演讲训练,我觉得他很有潜力,1
836,你最近有什么特别的计划,我没有什么安排,0
837,我在参加一个科学展览,希望能展示我的成果,1
838,我喜欢跑步,每天都要锻炼,1
839,你觉得学习新技能难吗,我认为只要有兴趣就不难,0
840,我在尝试新的手工艺,希望能制作出美丽的作品,1
841,我爱去健身房,保持身体健康很重要,1
842,你有喜欢的博物馆吗,我最喜欢现代艺术博物馆,0
843,我在学习如何制作糕点,希望能掌握更多技巧,1
844,她在参加一次音乐比赛,我觉得她的声音很好,1
845,你最近有什么兴趣爱好,我没有特别的爱好,0
846,我在参加一个创意写作班,希望能提高我的写作能力,1
847,我喜欢去海边,享受阳光和沙滩,1
848,你觉得生活中最重要的是什么,我认为是家庭,0
849,我在参加一次马拉松训练营,希望能提升我的耐力,1
850,我爱喝果汁,特别是苹果汁,1
851,你有参加过什么志愿活动吗,我曾经参加过几次,0
852,我在学习如何做面包,希望能掌握更多技巧,1
853,我喜欢去咖啡馆,享受安静的时光,1
854,你觉得旅行能带来什么,我认为能开阔视野,0
855,我在参加一次马拉松比赛,希望能挑战自己,1
856,我爱看书,特别是历史类书籍,1
857,你有喜欢的博物馆吗,我最喜欢自然历史博物馆,0
858,我在学习新的编程语言,希望能用在项目中,1
859,她在准备一次重要的演讲,我觉得她很有勇气,1
860,你最近有什么特别的计划,我没有什么安排,0
861,我在参加一个创意写作班,希望能提升我的写作能力,1
862,我喜欢跑步,每天都要锻炼,1
863,你觉得学习新技能难吗,我认为只要有兴趣就不难,0
864,我在尝试新的运动项目,希望能找到适合我的,1
865,我最近在学摄影,希望能拍出美丽的照片,1
866,你有参加过什么比赛吗,我只参加过一次,0
867,我在学习如何养花,希望能让家里更美丽,1
868,我爱喝茶,特别是绿茶,1
869,你有特别喜欢的食物吗,我非常喜欢意大利面,0
870,我在参加一次科学展览,希望能取得好成绩,1
871,他在学习吉他,我觉得很有才华,1
872,你觉得运动的重要性如何,我认为非常重要,0
873,我在参加一个文化交流活动,希望能了解不同文化,1
874,我喜欢去书店,发现新书总是令人兴奋,1
875,你有喜欢的运动吗,我喜欢游泳,0
876,我在学习如何画画,希望能提升我的艺术水平,1
877,她在参加一次音乐比赛,我觉得她的声音很好,1
878,你最近有看过什么电影吗,我只看了老电影,0
879,我在尝试新的手工艺,希望能制作出漂亮的作品,1
880,我爱去海边,享受阳光和沙滩,1
881,你觉得生活中最重要的是什么,我认为是家庭,0
882,我在参加一个马拉松训练营,希望能提升我的耐力,1
883,我喜欢喝果汁,特别是橙汁,1
884,你有听过那首新歌吗,我觉得很不错,0
885,我在学习新的外语,希望能流利交流,1
886,他在准备一次演讲,我觉得很有挑战,1
887,你最近有什么兴趣爱好,我没有特别的爱好,0
888,我在参加一个科学项目,希望能取得好成果,1
889,我爱看纪录片,觉得很有教育意义,1
890,你觉得团队合作重要吗,我认为非常重要,0
891,我在学习如何做甜点,希望能给朋友分享美味,1
892,我喜欢去公园散步,享受自然的宁静,1
893,你有参加过什么活动吗,我比较少参加,0
894,我在学习新的舞蹈,希望能提升我的舞技,1
895,她在参加一次艺术比赛,我觉得她很有创意,1
896,你觉得写作的重要性是什么,我认为是表达思想,0
897,我在参加一个编程课程,希望能提升我的技能,1
898,我爱去博物馆,欣赏历史和艺术,1
899,你有喜欢的作家吗,我特别喜欢科幻作家,0
900,我在学习新的技能,希望能增加自己的竞争力,1
901,我最近在读一本小说,觉得故事很吸引人,1
902,你觉得社交活动能带来什么,我认为能增进友谊,0
903,我在参加一个文化活动,希望能了解更多传统,1
904,我喜欢骑自行车,享受骑行的乐趣,1
905,你有喜欢的运动队吗,我不太关注体育,0
906,我在学习如何做陶器,希望能制作出独特的作品,1
907,她在参加一次演讲训练,我觉得她很努力,1
908,你最近有什么新的兴趣,我只是在家休息,0
909,我在参加一个摄影比赛,希望能展示我的作品,1
910,我爱喝牛奶,每天都要喝,1
911,你觉得美术对孩子的重要性是什么,我认为很有益,0
912,我在尝试新的饮食,希望能改善我的生活质量,1
913,我喜欢参加各类志愿活动,帮助别人让我很快乐,1
914,你最近有看过什么书吗,我只在读电子书,0
915,我在学习如何写作,希望能提升我的文笔,1
916,他在参加一次音乐培训,我觉得他很有潜力,1
917,你觉得成功的关键是什么,我认为是努力和坚持,0
918,我在参加一个科学展览,希望能和大家分享我的成果,1
919,我喜欢去健身房,锻炼身体很重要,1
920,你有听过哪个新歌吗,我觉得旋律很好,0
921,我在学习新的乐器,希望能和朋友一起演奏,1
922,她在参加一次舞蹈表演,我觉得她很有魅力,1
923,你觉得学习的最有效方法是什么,我认为是多练习,0
924,我在尝试新的运动项目,希望能锻炼身体,1
925,我爱去音乐会,享受现场的氛围,1
926,你最近有什么兴趣爱好,我没有特别的安排,0
927,我在参加一个写作班,希望能提升我的写作技巧,1
928,我喜欢喝咖啡,每天都要喝,1
929,你有参加过什么比赛吗,我只参加过一次,0
930,我在学习如何做手工艺品,希望能制作出有趣的作品,1
931,他在参加一次科学比赛,我觉得他很有才华,1
932,你觉得团队合作的重要性是什么,我认为是相互支持,0
933,我在尝试新的健身计划,希望能看到效果,1
934,我爱去公园散步,享受大自然的美好,1
935,你有特别喜欢的电影吗,我特别喜欢纪录片,0
936,我在学习新的编程技巧,希望能用在项目中,1
937,她在参加一次演讲比赛,我觉得她很勇敢,1
938,你觉得成功最重要的是什么,我认为是不断学习,0
939,我在参加一个艺术课程,希望能提高我的艺术感觉,1
940,我喜欢去书店,总能发现新书,1
941,你有特别喜欢的食物吗,我非常喜欢中餐,0
942,我在学习新的语言,希望能流利交流,1
943,我在参加一次马拉松比赛,希望能完成挑战,1
944,你觉得旅行能带来什么,我认为能开阔视野,0
945,我在尝试新的运动,希望能找到我的兴趣,1
946,我爱喝茶,尤其是红茶,1
947,你有听过哪个新歌吗,我觉得旋律很好,0
948,我在学习如何烹饪,希望能为家人做出美食,1
949,他在参加一次演讲训练,我觉得他很有潜力,1
950,你最近有什么特别的计划,我没有什么安排,0
951,我在参加一个科学展览,希望能展示我的成果,1
952,我喜欢跑步,每天都要锻炼,1
953,你觉得学习新技能难吗,我认为只要有兴趣就不难,0
954,我在尝试新的手工艺,希望能制作出美丽的作品,1
955,我爱去健身房,保持身体健康很重要,1
956,你有喜欢的博物馆吗,我最喜欢现代艺术博物馆,0
957,我在学习如何制作糕点,希望能掌握更多技巧,1
958,她在参加一次音乐比赛,我觉得她的声音很好,1
959,你最近有什么兴趣爱好,我没有特别的爱好,0
960,我在参加一个创意写作班,希望能提高我的写作能力,1
961,我喜欢去海边,享受阳光和沙滩,1
962,你觉得生活中最重要的是什么,我认为是家庭,0
963,我在参加一次马拉松训练营,希望能提升我的耐力,1
964,我爱喝果汁,特别是苹果汁,1
965,你有参加过什么志愿活动吗,我曾经参加过几次,0
966,我在学习如何做面包,希望能掌握更多技巧,1
967,我喜欢去咖啡馆,享受安静的时光,1
968,你觉得旅行能带来什么,我认为能开阔视野,0
969,我在参加一次马拉松比赛,希望能挑战自己,1
970,我爱看书,特别是历史类书籍,1
971,你有喜欢的博物馆吗,我最喜欢自然历史博物馆,0
972,我在学习新的编程语言,希望能用在项目中,1
973,她在准备一次重要的演讲,我觉得她很有勇气,1
974,你最近有什么特别的计划,我没有什么安排,0
975,我在参加一个创意写作班,希望能提升我的写作能力,1
976,我喜欢跑步,每天都要锻炼,1
977,你觉得学习新技能难吗,我认为只要有兴趣就不难,0
978,我在尝试新的运动项目,希望能找到适合我的,1
979,我最近在学摄影,希望能拍出美丽的照片,1
980,你有参加过什么比赛吗,我只参加过一次,0
981,我在学习如何养花,希望能让家里更美丽,1
982,我爱喝茶,特别是绿茶,1
983,你有特别喜欢的食物吗,我非常喜欢意大利面,0
984,我在参加一次科学展览,希望能取得好成绩,1
985,他在学习吉他,我觉得很有才华,1
986,你觉得运动的重要性如何,我认为非常重要,0
987,我在参加一个文化交流活动,希望能了解不同文化,1
988,我喜欢去书店,发现新书总是令人兴奋,1
989,你有喜欢的运动吗,我喜欢游泳,0
990,我在学习如何画画,希望能提升我的艺术水平,1
991,她在参加一次音乐比赛,我觉得她的声音很好,1
992,你最近有看过什么电影吗,我只看了老电影,0
993,我在尝试新的手工艺,希望能制作出漂亮的作品,1
994,我爱去海边,享受阳光和沙滩,1
995,你觉得生活中最重要的是什么,我认为是家庭,0
996,我在参加一个马拉松训练营,希望能提升我的耐力,1
997,我喜欢喝果汁,特别是橙汁,1
998,你有听过那首新歌吗,我觉得很不错,0
999,我在学习新的外语,希望能流利交流,1
1000,他在准备一次演讲,我觉得很有挑战,1
1001,你最近有什么兴趣爱好,我没有特别的爱好,0
1002,我在参加一个科学项目,希望能取得好成果,1
1003,我爱看纪录片,觉得很有教育意义,1
1004,你觉得团队合作重要吗,我认为非常重要,0
1005,我在学习如何做甜点,希望能给朋友分享美味,1
1006,我喜欢去公园散步,享受自然的宁静,1
1007,你有参加过什么活动吗,我比较少参加,0
1008,我在学习新的舞蹈,希望能提升我的舞技,1
1009,她在参加一次艺术比赛,我觉得她很有创意,1
1010,你觉得写作的重要性是什么,我认为是表达思想,0
1011,我在参加一个编程课程,希望能提升我的技能,1
1012,我爱去博物馆,欣赏历史和艺术,1
1013,你有喜欢的作家吗,我特别喜欢科幻作家,0
1014,我在学习新的技能,希望能增加自己的竞争力,1
1015,我最近在读一本小说,觉得故事很吸引人,1
1016,你觉得社交活动能带来什么,我认为能增进友谊,0
1017,我在参加一个文化活动,希望能了解更多传统,1
1018,我喜欢骑自行车,享受骑行的乐趣,1
1019,你有喜欢的运动队吗,我不太关注体育,0
1020,我在学习如何做陶器,希望能制作出独特的作品,1
1021,她在参加一次演讲训练,我觉得她很努力,1
1022,你最近有什么新的兴趣,我只是在家休息,0
1023,我在参加一个摄影比赛,希望能展示我的作品,1
1024,我爱喝牛奶,每天都要喝,1
1025,你觉得美术对孩子的重要性是什么,我认为很有益,0
1026,我在尝试新的饮食,希望能改善我的生活质量,1
1027,我喜欢参加各类志愿活动,帮助别人让我很快乐,1
1028,你最近有看过什么书吗,我只在读电子书,0
1029,我在学习如何写作,希望能提升我的文笔,1
1030,他在参加一次音乐培训,我觉得他很有潜力,1
1031,你觉得成功的关键是什么,我认为是努力和坚持,0
1032,我在参加一个科学展览,希望能和大家分享我的成果,1
1033,我喜欢去健身房,锻炼身体很重要,1
1034,你有听过哪个新歌吗,我觉得旋律很好,0
1035,我在学习新的乐器,希望能和朋友一起演奏,1
1036,她在参加一次舞蹈表演,我觉得她很有魅力,1
1037,你觉得学习的最有效方法是什么,我认为是多练习,0
1038,我在尝试新的运动项目,希望能锻炼身体,1
1039,我爱去音乐会,享受现场的氛围,1
1040,你最近有什么兴趣爱好,我没有特别的安排,0
1041,我在参加一个写作班,希望能提升我的写作技巧,1
1042,我喜欢喝咖啡,每天都要喝,1
1043,你有参加过什么比赛吗,我只参加过一次,0
1044,我在学习如何做手工艺品,希望能制作出有趣的作品,1
1045,他在参加一次科学比赛,我觉得他很有才华,1
1046,你觉得团队合作的重要性是什么,我认为是互相理解,1
1047,我在尝试新的健身计划,希望能看到效果,1
1048,我爱去公园散步,享受大自然的美好,1
1049,你有特别喜欢的电影吗,我特别喜欢纪录片,0
1050,我在学习新的编程技巧,希望能用在项目中,1
1051,她在参加一次演讲比赛,我觉得她很勇敢,1
1052,你觉得成功最重要的是什么,我认为是不断学习,0
1053,我在参加一个艺术课程,希望能提高我的艺术感觉,1
1054,我喜欢去书店,总能发现新书,1
1055,你有特别喜欢的食物吗,我非常喜欢中餐,0
1056,我在学习新的语言,希望能流利交流,1
1057,我在参加一次马拉松比赛,希望能完成挑战,1
1058,你觉得旅行能带来什么,我认为能开阔视野,0
1059,我在尝试新的运动,希望能找到我的兴趣,1
1060,我爱喝茶,尤其是红茶,1
1061,你有听过哪个新歌吗,我觉得旋律很好,0
1062,我在学习如何烹饪,希望能为家人做出美食,1
1063,他在参加一次演讲训练,我觉得他很有潜力,1
1064,你最近有什么特别的计划,我没有什么安排,0
1065,我在参加一个科学展览,希望能展示我的成果,1
1066,我喜欢跑步,每天都要锻炼,1
1067,你觉得学习新技能难吗,我认为只要有兴趣就不难,0
1068,我在尝试新的手工艺,希望能制作出美丽的作品,1
1069,我爱去健身房,保持身体健康很重要,1
1070,你有喜欢的博物馆吗,我最喜欢现代艺术博物馆,0
1071,我在学习如何制作糕点,希望能掌握更多技巧,1
1072,她在参加一次音乐比赛,我觉得她的声音很好,1
1073,你最近有什么兴趣爱好,我没有特别的爱好,0
1074,我在参加一个创意写作班,希望能提高我的写作能力,1
1075,我喜欢去海边,享受阳光和沙滩,1
1076,你觉得生活中最重要的是什么,我认为是家庭,0
1077,我在参加一次马拉松训练营,希望能提升我的耐力,1
1078,我爱喝果汁,特别是苹果汁,1
1079,你有参加过什么志愿活动吗,我曾经参加过几次,0
1080,我在学习如何做面包,希望能掌握更多技巧,1
1081,我喜欢去咖啡馆,享受安静的时光,1
1082,你觉得旅行能带来什么,我认为能开阔视野,0
1083,我在参加一次马拉松比赛,希望能挑战自己,1
1084,我爱看书,特别是历史类书籍,1
1085,你有喜欢的博物馆吗,我最喜欢自然历史博物馆,0
1086,我在学习新的编程语言,希望能用在项目中,1
1087,她在准备一次重要的演讲,我觉得她很有勇气,1
1088,你最近有什么特别的计划,我没有什么安排,0
1089,我在参加一个创意写作班,希望能提升我的写作能力,1
1090,我喜欢跑步,每天都要锻炼,1
1091,你觉得学习新技能难吗,我认为只要有兴趣就不难,0
1092,我在尝试新的运动项目,希望能找到适合我的,1
1093,我最近在学摄影,希望能拍出美丽的照片,1
1094,你有参加过什么比赛吗,我只参加过一次,0
1095,我在学习如何养花,希望能让家里更美丽,1
1096,我爱喝茶,特别是绿茶,1
1097,你有特别喜欢的食物吗,我非常喜欢意大利面,0
1098,我在参加一次科学展览,希望能取得好成绩,1
1099,他在学习吉他,我觉得很有才华,1
1100,你觉得运动的重要性如何,我认为非常重要,0
1101,我在参加一个文化交流活动,希望能了解不同文化,1
1102,我喜欢去书店,发现新书总是令人兴奋,1
1103,你有喜欢的运动吗,我喜欢游泳,0
1104,我在学习如何画画,希望能提升我的艺术水平,1
1105,她在参加一次音乐比赛,我觉得她的声音很好,1
1106,你最近有看过什么电影吗,我只看了老电影,0
1107,我在尝试新的手工艺,希望能制作出漂亮的作品,1
1108,我爱去海边,享受阳光和沙滩,1
1109,你觉得生活中最重要的是什么,我认为是家庭,0
1110,我在参加一个马拉松训练营,希望能提升我的耐力,1
1111,我喜欢喝果汁,特别是橙汁,1
1112,你有听过那首新歌吗,我觉得很不错,0
1113,我在学习新的外语,希望能流利交流,1
1114,他在准备一次演讲,我觉得很有挑战,1
1115,你最近有什么兴趣爱好,我没有特别的爱好,0
1116,我在参加一个科学项目,希望能取得好成果,1
1117,我爱看纪录片,觉得很有教育意义,1
1118,你觉得团队合作重要吗,我认为非常重要,0
1119,我在学习如何做甜点,希望能给朋友分享美味,1
1120,我喜欢去公园散步,享受自然的宁静,1
1121,你有参加过什么活动吗,我比较少参加,0
1122,我在学习新的舞蹈,希望能提升我的舞技,1
1123,她在参加一次艺术比赛,我觉得她很有创意,1
1124,你觉得写作的重要性是什么,我认为是表达思想,0
1125,我在参加一个编程课程,希望能提升我的技能,1
1126,我爱去博物馆,欣赏历史和艺术,1
1127,你有喜欢的作家吗,我特别喜欢科幻作家,0
1128,我在学习新的技能,希望能增加自己的竞争力,1
1129,我最近在读一本小说,觉得故事很吸引人,1
1130,你觉得社交活动能带来什么,我认为能增进友谊,0
1131,我在参加一个文化活动,希望能了解更多传统,1
1132,我喜欢骑自行车,享受骑行的乐趣,1
1133,你有喜欢的运动队吗,我不太关注体育,0
1134,我在学习如何做陶器,希望能制作出独特的作品,1
1135,她在参加一次演讲训练,我觉得她很努力,1
1136,你最近有什么新的兴趣,我只是在家休息,0
1137,我在参加一个摄影比赛,希望能展示我的作品,1
1138,我爱喝牛奶,每天都要喝,1
1139,你觉得美术对孩子的重要性是什么,我认为很有益,0
1140,我在尝试新的饮食,希望能改善我的生活质量,1
1141,我喜欢参加各类志愿活动,帮助别人让我很快乐,1
1142,你最近有看过什么书吗,我只在读电子书,0
1143,我在学习如何写作,希望能提升我的文笔,1
1144,他在参加一次音乐培训,我觉得他很有潜力,1
1145,你觉得成功的关键是什么,我认为是努力和坚持,0
1146,我在参加一个科学展览,希望能和大家分享我的成果,1
1147,我喜欢去健身房,锻炼身体很重要,1
1148,你有听过哪个新歌吗,我觉得旋律很好,0
1149,我在学习新的乐器,希望能和朋友一起演奏,1
1150,她在参加一次舞蹈表演,我觉得她很有魅力,1
1151,你觉得学习的最有效方法是什么,我认为是多练习,0
1152,我在尝试新的运动项目,希望能锻炼身体,1
1153,我爱去音乐会,享受现场的氛围,1
1154,你最近有什么兴趣爱好,我没有特别的安排,0
1155,我在参加一个写作班,希望能提升我的写作技巧,1
1156,我喜欢喝咖啡,每天都要喝,1
1157,你有参加过什么比赛吗,我只参加过一次,0
1158,我在学习如何做手工艺品,希望能制作出有趣的作品,1
1159,他在参加一次科学比赛,我觉得他很有才华,1
1160,你觉得团队合作的重要性是什么,我认为是相互支持,0
1161,我在尝试新的健身计划,希望能看到效果,1
1162,我爱去公园散步,享受大自然的美好,1
1163,你有特别喜欢的电影吗,我特别喜欢纪录片,0
1164,我在学习新的编程技巧,希望能用在项目中,1
1165,她在参加一次演讲比赛,我觉得她很勇敢,1
1166,你觉得成功最重要的是什么,我认为是不断学习,0
1167,我在参加一个艺术课程,希望能提高我的艺术感觉,1
1168,我喜欢去书店,总能发现新书,1
1169,你有特别喜欢的食物吗,我非常喜欢中餐,0
1170,我在学习新的语言,希望能流利交流,1
1171,我在参加一次马拉松比赛,希望能完成挑战,1
1172,你觉得旅行能带来什么,我认为能开阔视野,0
1173,我在尝试新的运动,希望能找到我的兴趣,1
1174,我爱喝茶,尤其是红茶,1
1175,你有听过哪个新歌吗,我觉得旋律很好,0
1176,我在学习如何烹饪,希望能为家人做出美食,1
1177,他在参加一次演讲训练,我觉得他很有潜力,1
1178,你最近有什么特别的计划,我没有什么安排,0
1179,我在参加一个科学展览,希望能展示我的成果,1
1180,我喜欢跑步,每天都要锻炼,1
1181,你觉得学习新技能难吗,我认为只要有兴趣就不难,0
1182,我在尝试新的手工艺,希望能制作出美丽的作品,1
1183,我爱去健身房,保持身体健康很重要,1
1184,你有喜欢的博物馆吗,我最喜欢现代艺术博物馆,0
1185,我在学习如何制作糕点,希望能掌握更多技巧,1
1186,她在参加一次音乐比赛,我觉得她的声音很好,1
1187,你最近有什么兴趣爱好,我没有特别的爱好,0
1188,我在参加一个创意写作班,希望能提高我的写作能力,1
1189,我喜欢去海边,享受阳光和沙滩,1
1190,你觉得生活中最重要的是什么,我认为是家庭,0
1191,我在参加一次马拉松训练营,希望能提升我的耐力,1
